START_ID;END_ID;relationship;:TYPE
P16;T1368;publishes;PUBLISHES
P16;T620;publishes;PUBLISHES
P16;T1853;publishes;PUBLISHES
P17;T1820;publishes;PUBLISHES
P17;T1299;publishes;PUBLISHES
P17;T21;publishes;PUBLISHES
P17;T559;publishes;PUBLISHES
P17;T970;publishes;PUBLISHES
P17;T1487;publishes;PUBLISHES
P17;T44;publishes;PUBLISHES
P17;T1961;publishes;PUBLISHES
P17;T748;publishes;PUBLISHES
P17;T1506;publishes;PUBLISHES
P18;T918;publishes;PUBLISHES
P18;T1007;publishes;PUBLISHES
P18;T1110;publishes;PUBLISHES
P18;T102;publishes;PUBLISHES
P18;T597;publishes;PUBLISHES
P18;T787;publishes;PUBLISHES
P18;T778;publishes;PUBLISHES
P18;T1492;publishes;PUBLISHES
P18;T12;publishes;PUBLISHES
P18;T793;publishes;PUBLISHES
P19;T1836;publishes;PUBLISHES
P19;T332;publishes;PUBLISHES
P19;T1732;publishes;PUBLISHES
P19;T1911;publishes;PUBLISHES
P19;T606;publishes;PUBLISHES
P19;T824;publishes;PUBLISHES
P19;T852;publishes;PUBLISHES
P19;T1330;publishes;PUBLISHES
P19;T580;publishes;PUBLISHES
P19;T1863;publishes;PUBLISHES
P20;T612;publishes;PUBLISHES
P20;T1808;publishes;PUBLISHES
P20;T722;publishes;PUBLISHES
P20;T1182;publishes;PUBLISHES
P20;T1667;publishes;PUBLISHES
P20;T596;publishes;PUBLISHES
P20;T64;publishes;PUBLISHES
P20;T1407;publishes;PUBLISHES
P20;T473;publishes;PUBLISHES
P20;T373;publishes;PUBLISHES
P21;T520;publishes;PUBLISHES
P21;T1553;publishes;PUBLISHES
P21;T609;publishes;PUBLISHES
P21;T1425;publishes;PUBLISHES
P21;T1384;publishes;PUBLISHES
P21;T1102;publishes;PUBLISHES
P21;T1897;publishes;PUBLISHES
P21;T1578;publishes;PUBLISHES
P21;T660;publishes;PUBLISHES
P21;T1893;publishes;PUBLISHES
P22;T473;publishes;PUBLISHES
P22;T530;publishes;PUBLISHES
P22;T1252;publishes;PUBLISHES
P22;T1613;publishes;PUBLISHES
P22;T1322;publishes;PUBLISHES
P22;T875;publishes;PUBLISHES
P22;T944;publishes;PUBLISHES
P22;T1123;publishes;PUBLISHES
P22;T1337;publishes;PUBLISHES
P22;T1498;publishes;PUBLISHES
P23;T866;publishes;PUBLISHES
P23;T393;publishes;PUBLISHES
P23;T1542;publishes;PUBLISHES
P23;T665;publishes;PUBLISHES
P23;T1955;publishes;PUBLISHES
P23;T1772;publishes;PUBLISHES
P23;T1083;publishes;PUBLISHES
P23;T1987;publishes;PUBLISHES
P23;T1583;publishes;PUBLISHES
P23;T621;publishes;PUBLISHES
P24;T409;publishes;PUBLISHES
P24;T1487;publishes;PUBLISHES
P24;T1298;publishes;PUBLISHES
P24;T541;publishes;PUBLISHES
P24;T1480;publishes;PUBLISHES
P24;T1538;publishes;PUBLISHES
P24;T1272;publishes;PUBLISHES
P24;T853;publishes;PUBLISHES
P24;T16;publishes;PUBLISHES
P24;T854;publishes;PUBLISHES
P25;T879;publishes;PUBLISHES
P25;T1450;publishes;PUBLISHES
P25;T167;publishes;PUBLISHES
P25;T1528;publishes;PUBLISHES
P25;T1167;publishes;PUBLISHES
P25;T1385;publishes;PUBLISHES
P25;T472;publishes;PUBLISHES
P25;T1561;publishes;PUBLISHES
P25;T1017;publishes;PUBLISHES
P25;T1976;publishes;PUBLISHES
P26;T175;publishes;PUBLISHES
P26;T989;publishes;PUBLISHES
P26;T1039;publishes;PUBLISHES
P26;T594;publishes;PUBLISHES
P26;T1012;publishes;PUBLISHES
P26;T715;publishes;PUBLISHES
P26;T1181;publishes;PUBLISHES
P26;T1127;publishes;PUBLISHES
P26;T163;publishes;PUBLISHES
P26;T991;publishes;PUBLISHES
P27;T1404;publishes;PUBLISHES
P27;T556;publishes;PUBLISHES
P27;T595;publishes;PUBLISHES
P27;T880;publishes;PUBLISHES
P27;T1661;publishes;PUBLISHES
P27;T1858;publishes;PUBLISHES
P27;T634;publishes;PUBLISHES
P27;T890;publishes;PUBLISHES
P27;T726;publishes;PUBLISHES
P27;T1285;publishes;PUBLISHES
P28;T1389;publishes;PUBLISHES
P28;T1658;publishes;PUBLISHES
P28;T1468;publishes;PUBLISHES
P28;T386;publishes;PUBLISHES
P28;T391;publishes;PUBLISHES
P28;T582;publishes;PUBLISHES
P28;T1221;publishes;PUBLISHES
P28;T401;publishes;PUBLISHES
P28;T553;publishes;PUBLISHES
P28;T1880;publishes;PUBLISHES
P29;T1136;publishes;PUBLISHES
P29;T143;publishes;PUBLISHES
P29;T453;publishes;PUBLISHES
P29;T1112;publishes;PUBLISHES
P29;T1575;publishes;PUBLISHES
P29;T521;publishes;PUBLISHES
P29;T1716;publishes;PUBLISHES
P29;T381;publishes;PUBLISHES
P29;T1824;publishes;PUBLISHES
P29;T567;publishes;PUBLISHES
P30;T1662;publishes;PUBLISHES
P30;T1922;publishes;PUBLISHES
P30;T1370;publishes;PUBLISHES
P30;T1734;publishes;PUBLISHES
P30;T1758;publishes;PUBLISHES
P30;T248;publishes;PUBLISHES
P30;T1043;publishes;PUBLISHES
P30;T1394;publishes;PUBLISHES
P30;T1368;publishes;PUBLISHES
P30;T72;publishes;PUBLISHES
P31;T1652;publishes;PUBLISHES
P31;T1237;publishes;PUBLISHES
P31;T1956;publishes;PUBLISHES
P31;T48;publishes;PUBLISHES
P31;T663;publishes;PUBLISHES
P31;T1916;publishes;PUBLISHES
P31;T480;publishes;PUBLISHES
P31;T1828;publishes;PUBLISHES
P31;T1442;publishes;PUBLISHES
P31;T925;publishes;PUBLISHES
P32;T432;publishes;PUBLISHES
P32;T1674;publishes;PUBLISHES
P32;T870;publishes;PUBLISHES
P32;T1357;publishes;PUBLISHES
P32;T1019;publishes;PUBLISHES
P32;T1405;publishes;PUBLISHES
P32;T989;publishes;PUBLISHES
P32;T742;publishes;PUBLISHES
P32;T1766;publishes;PUBLISHES
P32;T1238;publishes;PUBLISHES
P33;T1380;publishes;PUBLISHES
P33;T721;publishes;PUBLISHES
P33;T269;publishes;PUBLISHES
P33;T610;publishes;PUBLISHES
P33;T550;publishes;PUBLISHES
P33;T1500;publishes;PUBLISHES
P33;T1928;publishes;PUBLISHES
P33;T875;publishes;PUBLISHES
P33;T1135;publishes;PUBLISHES
P33;T988;publishes;PUBLISHES
P34;T793;publishes;PUBLISHES
P34;T846;publishes;PUBLISHES
P34;T802;publishes;PUBLISHES
P34;T1977;publishes;PUBLISHES
P34;T88;publishes;PUBLISHES
P34;T21;publishes;PUBLISHES
P34;T626;publishes;PUBLISHES
P34;T1887;publishes;PUBLISHES
P34;T502;publishes;PUBLISHES
P34;T75;publishes;PUBLISHES
P35;T1598;publishes;PUBLISHES
P35;T913;publishes;PUBLISHES
P35;T1322;publishes;PUBLISHES
P35;T1429;publishes;PUBLISHES
P35;T112;publishes;PUBLISHES
P35;T365;publishes;PUBLISHES
P35;T413;publishes;PUBLISHES
P35;T955;publishes;PUBLISHES
P35;T1518;publishes;PUBLISHES
P35;T323;publishes;PUBLISHES
P36;T636;publishes;PUBLISHES
P36;T465;publishes;PUBLISHES
P36;T879;publishes;PUBLISHES
P36;T1452;publishes;PUBLISHES
P36;T240;publishes;PUBLISHES
P36;T1006;publishes;PUBLISHES
P36;T446;publishes;PUBLISHES
P36;T1521;publishes;PUBLISHES
P36;T314;publishes;PUBLISHES
P36;T1931;publishes;PUBLISHES
P37;T901;publishes;PUBLISHES
P37;T1882;publishes;PUBLISHES
P37;T1399;publishes;PUBLISHES
P37;T1123;publishes;PUBLISHES
P37;T1640;publishes;PUBLISHES
P37;T1579;publishes;PUBLISHES
P37;T643;publishes;PUBLISHES
P37;T477;publishes;PUBLISHES
P37;T1303;publishes;PUBLISHES
P37;T1734;publishes;PUBLISHES
P38;T1149;publishes;PUBLISHES
P38;T833;publishes;PUBLISHES
P38;T1062;publishes;PUBLISHES
P38;T1470;publishes;PUBLISHES
P38;T339;publishes;PUBLISHES
P38;T172;publishes;PUBLISHES
P38;T433;publishes;PUBLISHES
P38;T941;publishes;PUBLISHES
P38;T482;publishes;PUBLISHES
P38;T1266;publishes;PUBLISHES
P39;T299;publishes;PUBLISHES
P39;T638;publishes;PUBLISHES
P39;T658;publishes;PUBLISHES
P39;T1084;publishes;PUBLISHES
P39;T1236;publishes;PUBLISHES
P39;T817;publishes;PUBLISHES
P39;T1169;publishes;PUBLISHES
P39;T998;publishes;PUBLISHES
P39;T959;publishes;PUBLISHES
P39;T1889;publishes;PUBLISHES
P40;T1841;publishes;PUBLISHES
P40;T14;publishes;PUBLISHES
P40;T863;publishes;PUBLISHES
P40;T1793;publishes;PUBLISHES
P40;T368;publishes;PUBLISHES
P40;T1312;publishes;PUBLISHES
P40;T1911;publishes;PUBLISHES
P40;T229;publishes;PUBLISHES
P40;T1240;publishes;PUBLISHES
P40;T1488;publishes;PUBLISHES
P41;T905;publishes;PUBLISHES
P41;T1877;publishes;PUBLISHES
P41;T1225;publishes;PUBLISHES
P41;T1623;publishes;PUBLISHES
P41;T297;publishes;PUBLISHES
P41;T1354;publishes;PUBLISHES
P41;T1228;publishes;PUBLISHES
P41;T990;publishes;PUBLISHES
P41;T1457;publishes;PUBLISHES
P41;T789;publishes;PUBLISHES
P42;T89;publishes;PUBLISHES
P42;T92;publishes;PUBLISHES
P42;T787;publishes;PUBLISHES
P42;T743;publishes;PUBLISHES
P42;T693;publishes;PUBLISHES
P42;T807;publishes;PUBLISHES
P42;T1703;publishes;PUBLISHES
P42;T663;publishes;PUBLISHES
P42;T306;publishes;PUBLISHES
P42;T333;publishes;PUBLISHES
P43;T1040;publishes;PUBLISHES
P43;T1089;publishes;PUBLISHES
P43;T559;publishes;PUBLISHES
P43;T1423;publishes;PUBLISHES
P43;T1989;publishes;PUBLISHES
P43;T1106;publishes;PUBLISHES
P43;T379;publishes;PUBLISHES
P43;T424;publishes;PUBLISHES
P43;T1720;publishes;PUBLISHES
P43;T315;publishes;PUBLISHES
P44;T74;publishes;PUBLISHES
P44;T880;publishes;PUBLISHES
P44;T1151;publishes;PUBLISHES
P44;T1387;publishes;PUBLISHES
P44;T736;publishes;PUBLISHES
P44;T1440;publishes;PUBLISHES
P44;T2000;publishes;PUBLISHES
P44;T1350;publishes;PUBLISHES
P44;T1818;publishes;PUBLISHES
P44;T620;publishes;PUBLISHES
P45;T538;publishes;PUBLISHES
P45;T1972;publishes;PUBLISHES
P45;T490;publishes;PUBLISHES
P45;T231;publishes;PUBLISHES
P45;T1384;publishes;PUBLISHES
P45;T1977;publishes;PUBLISHES
P45;T1981;publishes;PUBLISHES
P45;T121;publishes;PUBLISHES
P45;T1407;publishes;PUBLISHES
P45;T833;publishes;PUBLISHES
P46;T1643;publishes;PUBLISHES
P46;T1175;publishes;PUBLISHES
P46;T1147;publishes;PUBLISHES
P46;T826;publishes;PUBLISHES
P46;T1151;publishes;PUBLISHES
P46;T1242;publishes;PUBLISHES
P46;T1759;publishes;PUBLISHES
P46;T566;publishes;PUBLISHES
P46;T1658;publishes;PUBLISHES
P46;T666;publishes;PUBLISHES
P47;T1592;publishes;PUBLISHES
P47;T1646;publishes;PUBLISHES
P47;T1238;publishes;PUBLISHES
P47;T716;publishes;PUBLISHES
P47;T662;publishes;PUBLISHES
P47;T915;publishes;PUBLISHES
P47;T1817;publishes;PUBLISHES
P47;T1778;publishes;PUBLISHES
P47;T1709;publishes;PUBLISHES
P47;T799;publishes;PUBLISHES
P48;T792;publishes;PUBLISHES
P48;T1655;publishes;PUBLISHES
P48;T629;publishes;PUBLISHES
P48;T1799;publishes;PUBLISHES
P48;T1541;publishes;PUBLISHES
P48;T1826;publishes;PUBLISHES
P48;T570;publishes;PUBLISHES
P48;T719;publishes;PUBLISHES
P48;T494;publishes;PUBLISHES
P48;T1108;publishes;PUBLISHES
P49;T742;publishes;PUBLISHES
P49;T952;publishes;PUBLISHES
P49;T1656;publishes;PUBLISHES
P49;T718;publishes;PUBLISHES
P49;T1281;publishes;PUBLISHES
P49;T601;publishes;PUBLISHES
P49;T1094;publishes;PUBLISHES
P49;T1590;publishes;PUBLISHES
P49;T219;publishes;PUBLISHES
P49;T1911;publishes;PUBLISHES
P50;T1420;publishes;PUBLISHES
P50;T1802;publishes;PUBLISHES
P50;T497;publishes;PUBLISHES
P50;T993;publishes;PUBLISHES
P50;T228;publishes;PUBLISHES
P50;T1077;publishes;PUBLISHES
P50;T1124;publishes;PUBLISHES
P50;T1548;publishes;PUBLISHES
P50;T1097;publishes;PUBLISHES
P50;T272;publishes;PUBLISHES
P51;T1146;publishes;PUBLISHES
P51;T200;publishes;PUBLISHES
P51;T1098;publishes;PUBLISHES
P51;T1377;publishes;PUBLISHES
P51;T123;publishes;PUBLISHES
P51;T1459;publishes;PUBLISHES
P51;T434;publishes;PUBLISHES
P51;T358;publishes;PUBLISHES
P51;T1179;publishes;PUBLISHES
P51;T82;publishes;PUBLISHES
P52;T1558;publishes;PUBLISHES
P52;T915;publishes;PUBLISHES
P52;T1364;publishes;PUBLISHES
P52;T538;publishes;PUBLISHES
P52;T71;publishes;PUBLISHES
P52;T30;publishes;PUBLISHES
P52;T1072;publishes;PUBLISHES
P52;T1007;publishes;PUBLISHES
P52;T1698;publishes;PUBLISHES
P52;T256;publishes;PUBLISHES
P53;T439;publishes;PUBLISHES
P53;T870;publishes;PUBLISHES
P53;T636;publishes;PUBLISHES
P53;T1783;publishes;PUBLISHES
P53;T1101;publishes;PUBLISHES
P53;T905;publishes;PUBLISHES
P53;T1240;publishes;PUBLISHES
P53;T310;publishes;PUBLISHES
P53;T1824;publishes;PUBLISHES
P53;T494;publishes;PUBLISHES
P54;T1226;publishes;PUBLISHES
P54;T1086;publishes;PUBLISHES
P54;T1;publishes;PUBLISHES
P54;T1803;publishes;PUBLISHES
P54;T1867;publishes;PUBLISHES
P54;T1256;publishes;PUBLISHES
P54;T945;publishes;PUBLISHES
P54;T1804;publishes;PUBLISHES
P54;T779;publishes;PUBLISHES
P54;T684;publishes;PUBLISHES
P55;T156;publishes;PUBLISHES
P55;T347;publishes;PUBLISHES
P55;T330;publishes;PUBLISHES
P55;T183;publishes;PUBLISHES
P55;T1568;publishes;PUBLISHES
P55;T1598;publishes;PUBLISHES
P55;T931;publishes;PUBLISHES
P55;T1098;publishes;PUBLISHES
P55;T965;publishes;PUBLISHES
P55;T1830;publishes;PUBLISHES
P56;T1981;publishes;PUBLISHES
P56;T956;publishes;PUBLISHES
P56;T1280;publishes;PUBLISHES
P56;T1448;publishes;PUBLISHES
P56;T377;publishes;PUBLISHES
P56;T1508;publishes;PUBLISHES
P56;T791;publishes;PUBLISHES
P56;T93;publishes;PUBLISHES
P56;T375;publishes;PUBLISHES
P56;T672;publishes;PUBLISHES
P57;T675;publishes;PUBLISHES
P57;T856;publishes;PUBLISHES
P57;T705;publishes;PUBLISHES
P57;T192;publishes;PUBLISHES
P57;T157;publishes;PUBLISHES
P57;T167;publishes;PUBLISHES
P57;T1187;publishes;PUBLISHES
P57;T26;publishes;PUBLISHES
P57;T1912;publishes;PUBLISHES
P57;T1392;publishes;PUBLISHES
P58;T1976;publishes;PUBLISHES
P58;T791;publishes;PUBLISHES
P58;T1;publishes;PUBLISHES
P58;T268;publishes;PUBLISHES
P58;T1743;publishes;PUBLISHES
P58;T896;publishes;PUBLISHES
P58;T1674;publishes;PUBLISHES
P58;T1609;publishes;PUBLISHES
P58;T1303;publishes;PUBLISHES
P58;T1986;publishes;PUBLISHES
P59;T854;publishes;PUBLISHES
P59;T991;publishes;PUBLISHES
P59;T1846;publishes;PUBLISHES
P59;T1906;publishes;PUBLISHES
P59;T1572;publishes;PUBLISHES
P59;T1121;publishes;PUBLISHES
P59;T1631;publishes;PUBLISHES
P59;T1754;publishes;PUBLISHES
P59;T466;publishes;PUBLISHES
P59;T1928;publishes;PUBLISHES
P60;T820;publishes;PUBLISHES
P60;T927;publishes;PUBLISHES
P60;T598;publishes;PUBLISHES
P60;T1191;publishes;PUBLISHES
P60;T1518;publishes;PUBLISHES
P60;T593;publishes;PUBLISHES
P60;T1984;publishes;PUBLISHES
P60;T1097;publishes;PUBLISHES
P60;T1742;publishes;PUBLISHES
P60;T1344;publishes;PUBLISHES
P61;T280;publishes;PUBLISHES
P61;T47;publishes;PUBLISHES
P61;T1921;publishes;PUBLISHES
P61;T172;publishes;PUBLISHES
P61;T1905;publishes;PUBLISHES
P61;T1454;publishes;PUBLISHES
P61;T358;publishes;PUBLISHES
P61;T267;publishes;PUBLISHES
P61;T6;publishes;PUBLISHES
P61;T8;publishes;PUBLISHES
P62;T430;publishes;PUBLISHES
P62;T235;publishes;PUBLISHES
P62;T1829;publishes;PUBLISHES
P62;T1857;publishes;PUBLISHES
P62;T751;publishes;PUBLISHES
P62;T651;publishes;PUBLISHES
P62;T1484;publishes;PUBLISHES
P62;T1763;publishes;PUBLISHES
P62;T1509;publishes;PUBLISHES
P62;T333;publishes;PUBLISHES
P63;T1211;publishes;PUBLISHES
P63;T680;publishes;PUBLISHES
P63;T1233;publishes;PUBLISHES
P63;T1669;publishes;PUBLISHES
P63;T1702;publishes;PUBLISHES
P63;T325;publishes;PUBLISHES
P63;T585;publishes;PUBLISHES
P63;T661;publishes;PUBLISHES
P63;T1272;publishes;PUBLISHES
P63;T185;publishes;PUBLISHES
P64;T950;publishes;PUBLISHES
P64;T1012;publishes;PUBLISHES
P64;T826;publishes;PUBLISHES
P64;T806;publishes;PUBLISHES
P64;T1677;publishes;PUBLISHES
P64;T75;publishes;PUBLISHES
P64;T1839;publishes;PUBLISHES
P64;T81;publishes;PUBLISHES
P64;T994;publishes;PUBLISHES
P64;T193;publishes;PUBLISHES
P65;T1066;publishes;PUBLISHES
P65;T1458;publishes;PUBLISHES
P65;T177;publishes;PUBLISHES
P65;T18;publishes;PUBLISHES
P65;T1669;publishes;PUBLISHES
P65;T128;publishes;PUBLISHES
P65;T1702;publishes;PUBLISHES
P65;T1662;publishes;PUBLISHES
P65;T1924;publishes;PUBLISHES
P65;T1673;publishes;PUBLISHES
P66;T1358;publishes;PUBLISHES
P66;T1563;publishes;PUBLISHES
P66;T211;publishes;PUBLISHES
P66;T1592;publishes;PUBLISHES
P66;T1665;publishes;PUBLISHES
P66;T842;publishes;PUBLISHES
P66;T1949;publishes;PUBLISHES
P66;T613;publishes;PUBLISHES
P66;T1356;publishes;PUBLISHES
P66;T1755;publishes;PUBLISHES
P67;T148;publishes;PUBLISHES
P67;T1571;publishes;PUBLISHES
P67;T1604;publishes;PUBLISHES
P67;T789;publishes;PUBLISHES
P67;T1407;publishes;PUBLISHES
P67;T782;publishes;PUBLISHES
P67;T1519;publishes;PUBLISHES
P67;T345;publishes;PUBLISHES
P67;T1972;publishes;PUBLISHES
P67;T1636;publishes;PUBLISHES
P68;T1443;publishes;PUBLISHES
P68;T61;publishes;PUBLISHES
P68;T210;publishes;PUBLISHES
P68;T374;publishes;PUBLISHES
P68;T1192;publishes;PUBLISHES
P68;T611;publishes;PUBLISHES
P68;T598;publishes;PUBLISHES
P68;T693;publishes;PUBLISHES
P68;T1287;publishes;PUBLISHES
P68;T548;publishes;PUBLISHES
P69;T1538;publishes;PUBLISHES
P69;T1695;publishes;PUBLISHES
P69;T53;publishes;PUBLISHES
P69;T933;publishes;PUBLISHES
P69;T1728;publishes;PUBLISHES
P69;T1467;publishes;PUBLISHES
P69;T864;publishes;PUBLISHES
P69;T1033;publishes;PUBLISHES
P69;T286;publishes;PUBLISHES
P69;T841;publishes;PUBLISHES
P70;T1461;publishes;PUBLISHES
P70;T1508;publishes;PUBLISHES
P70;T1688;publishes;PUBLISHES
P70;T1353;publishes;PUBLISHES
P70;T1565;publishes;PUBLISHES
P70;T1044;publishes;PUBLISHES
P70;T751;publishes;PUBLISHES
P70;T1131;publishes;PUBLISHES
P70;T1295;publishes;PUBLISHES
P70;T989;publishes;PUBLISHES
P71;T619;publishes;PUBLISHES
P71;T444;publishes;PUBLISHES
P71;T834;publishes;PUBLISHES
P71;T1075;publishes;PUBLISHES
P71;T1404;publishes;PUBLISHES
P71;T818;publishes;PUBLISHES
P71;T1356;publishes;PUBLISHES
P71;T95;publishes;PUBLISHES
P71;T321;publishes;PUBLISHES
P71;T54;publishes;PUBLISHES
P72;T871;publishes;PUBLISHES
P72;T1253;publishes;PUBLISHES
P72;T688;publishes;PUBLISHES
P72;T717;publishes;PUBLISHES
P72;T421;publishes;PUBLISHES
P72;T1959;publishes;PUBLISHES
P72;T1015;publishes;PUBLISHES
P72;T1758;publishes;PUBLISHES
P72;T1785;publishes;PUBLISHES
P72;T1721;publishes;PUBLISHES
P73;T1336;publishes;PUBLISHES
P73;T1929;publishes;PUBLISHES
P73;T1678;publishes;PUBLISHES
P73;T534;publishes;PUBLISHES
P73;T1488;publishes;PUBLISHES
P73;T1553;publishes;PUBLISHES
P73;T1545;publishes;PUBLISHES
P73;T628;publishes;PUBLISHES
P73;T1611;publishes;PUBLISHES
P73;T566;publishes;PUBLISHES
P74;T789;publishes;PUBLISHES
P74;T1236;publishes;PUBLISHES
P74;T401;publishes;PUBLISHES
P74;T546;publishes;PUBLISHES
P74;T1350;publishes;PUBLISHES
P74;T375;publishes;PUBLISHES
P74;T258;publishes;PUBLISHES
P74;T592;publishes;PUBLISHES
P74;T1861;publishes;PUBLISHES
P74;T1986;publishes;PUBLISHES
P75;T687;publishes;PUBLISHES
P75;T965;publishes;PUBLISHES
P75;T1391;publishes;PUBLISHES
P75;T1318;publishes;PUBLISHES
P75;T3;publishes;PUBLISHES
P75;T331;publishes;PUBLISHES
P75;T2000;publishes;PUBLISHES
P75;T957;publishes;PUBLISHES
P75;T956;publishes;PUBLISHES
P75;T1890;publishes;PUBLISHES
P76;T1774;publishes;PUBLISHES
P76;T397;publishes;PUBLISHES
P76;T1102;publishes;PUBLISHES
P76;T1556;publishes;PUBLISHES
